Country,IFF,VoiceAcct,PoliStabNoViolence,GovtEffect,RegQua,RuleofLaw,ContofCorrup,undp_hdi,hdi_life_exp,hdi_educ,hdi_income,vulnerable_employment,aid_percentage_gni,pop,gdppc,urban,lifeexp,Year
Samoa,26,0.776517391,1.178782463,0.721671581,-0.063943736,0.96954,0.687652111,0.702,0.789,0.665,0.662,44.47,3.2,187820,4262,87,73,8
Saudi Arabia,9963,-1.691246033,-0.637824893,0.254605442,-0.002783501,0.095374554,0.359226704,0.853,0.789,0.665,0.662,44.47,3.2,27362214,21063,84,75,8
Senegal,583,0.31716612,-0.050536823,-0.340407968,-0.178597897,-0.150462985,-0.088505775,0.512,0.729,0.354,0.519,64.2,4.449821,15419354,3203.906,46.74,67.38,8
Seychelles,83,0.18763113,0.793362498,0.529888809,0.024690807,0.192510903,0.888517916,0.797,0.789,0.665,0.662,44.47,3.2,86000,16235,56,74,8
Sierra Leone,52,-0.194168866,-0.035861153,-1.191332459,-0.934862435,-0.791663229,-0.56801635,0.443,0.521,0.399,0.418,87.88,14.90982,7488427,1642.607,41.636,53.895,8
Solomon Islands,39,0.489996761,0.199040696,-1.012466311,-0.809353292,-0.167485535,0.102014914,0.546,0.789,0.665,0.662,44.47,3.2,515870,2209,23,73,8
South Africa,11814,0.630475342,-0.277561665,0.100143969,0.152884081,-0.135990173,-0.101495706,0.705,0.67,0.718,0.727,9.93,0.2992915,57009751,12701.35,65.85,63.538,8
Sri Lanka,2055,-0.06187962,-0.071165547,-0.138596416,-0.14577356,0.047170132,-0.45962736,0.775,0.872,0.736,0.726,39.31,0.3714958,21444000,12584.1,18.384,76.648,8
Suriname,371,0.430541843,0.126681313,-0.618173838,-0.539375067,-0.154022262,-0.179081544,0.72,0.789,0.665,0.662,44.47,3.2,524000,8245,73,71,8
Tanzania,341,-0.278152108,-0.561928689,-0.650151134,-0.593987525,-0.452619135,-0.464720368,0.523,0.684,0.431,0.485,82.3,4.962499,54660345,2530.603,33.053,64.479,8
Thailand,27974,-1.045493007,-0.75284487,0.304385245,0.021116804,0.034209374,-0.422543049,0.765,0.872,0.665,0.773,47.9,0.0574013,69209817,17422.95,49.2,76.683,8
Timor-Leste,12,0.343245,0.071511343,-1.005245328,-0.739573658,-1.162479758,-0.549885333,0.599,0.754,0.496,0.575,68.36,10.20904,1243260,3145.483,30.212,69.007,8
Togo,174,-0.624594569,-0.882035971,-1.146355152,-0.817340374,-0.716015756,-0.712415874,0.503,0.789,0.665,0.662,44.47,3.2,6191155,619,40,61,8
Tonga,12,0.603061855,0.790295601,-0.194146395,-0.395900011,0.333754569,-0.13321127,0.717,0.789,0.665,0.662,44.47,3.2,104000,4079,24,70,8
Trinidad and Tobago,1519.13,0.554902136,0.276504427,0.256764799,0.023187116,-0.111858994,-0.369345009,0.795,0.819,0.728,0.843,18.72,0,1384060,26342.62,53.205,73.245,8
Tunisia,6107.593148,0.162128091,-1.024681807,-0.017163182,-0.347158164,0.113977797,-0.133681297,0.734,0.866,0.653,0.7,19.23,2.104812,11433438,10605.29,68.642,76.31,8
Turkey,29740,0.630475342,-0.277561665,0.100143969,0.152884081,-0.135990173,-0.101495706,0.814,0.879,0.722,0.849,28.2,0.371177,81116451,27913.82,74.644,77.161,8
Uganda,292,-0.588405609,-0.571629286,-0.613667309,-0.247000918,-0.302254438,-1.05290091,0.532,0.654,0.507,0.454,74.19,6.701331,41166588,2074.652,23.196,62.516,8
Ukraine,5263,0.014895575,-1.870537519,-0.488905281,-0.266749024,-0.739619017,-0.810838878,0.771,0.798,0.794,0.725,14.84,1.028865,44831135,11871.12,69.246,71.781,8
United Arab Emirates,15432,-1.096804976,0.618641376,1.410761595,1.01081419,0.792877913,1.1292243,0.863,0.789,0.665,0.662,44.47,3.2,8264070,43290,86,78,8
Uruguay,862,1.167404771,1.050780296,0.428820461,0.655359924,0.58129698,1.288374305,0.814,0.887,0.759,0.801,23.98,0.0686331,3436645,23009.88,95.24,77.632,8
Uzbekistan,507,-1.797307253,-0.237850487,-0.560735762,-1.281056523,-1.120315433,-1.16738224,0.71,0.789,0.665,0.662,44.47,3.2,27865738,6239,51,73,8
Vanuatu,20,0.694653988,0.701277971,-0.923308551,-0.319478542,0.567691624,1.82E-05,0.603,0.789,0.665,0.662,44.47,3.2,215000,3116,31,73,8
Venezuela,3020,-0.43021819,-1.26576364,-0.732213914,-0.71039021,-0.689842284,-0.665512443,0.743,0.804,0.7,0.729,37.64,0,29402480,11489.65,88.183,72.246,8
VietNam,25074,-1.411093473,0.230203792,0.007790323,-0.416093022,0.063180529,-0.599393189,0.696,0.85,0.626,0.633,55.11,1.15784,94600643,7155.443,35.213,75.241,8
Yemen,356.125,-0.43021819,-1.26576364,-0.732213914,-0.71039021,-0.689842284,-0.665512443,0.467,0.709,0.341,0.421,46.93,12.11415,27834811,2404.422,36.016,66.086,8
Zambia,140,-0.33555454,0.146243349,-0.671800911,-0.499862432,-0.321294725,-0.545036256,0.578,0.662,0.549,0.53,74.55,4.207946,16853608,3485.022,42.976,63.043,8
Zimbabwe,59,-1.195904016,-0.708769321,-1.238663435,-1.56413734,-1.385255933,-1.281080604,0.563,0.628,0.568,0.501,66.72,3.896527,14236599,3274.611,32.237,60.812,8
Afghanistan,13,-1.011600018,-2.763864279,-1.479299188,-1.147590399,-1.681357741,-1.489771724,0.498,0.792,0.668,0.665,44.13,23.1,28803167,1958,25,64,9
Albania,605,0.180729449,0.370515645,0.110513411,0.266459137,-0.395619303,-0.524145126,0.792,0.899,0.743,0.743,52.19,2.275769,2866376,13323.75,60.319,78.458,9
Algeria,5909.44,-0.9997105,-0.836119592,-0.457864255,-1.329962969,-0.793038607,-0.637313366,0.746,0.872,0.668,0.714,27.35,0.0845231,42228415,11642.2,72.629,76.693,9
Angola,738,-0.906310201,-0.33569175,-0.978714645,-0.785790086,-0.986207545,-1.180501461,0.582,0.627,0.5,0.627,73.13,0.1739239,30809787,6933.5,65.514,60.782,9
Antigua and Barbuda,46,0.57005775,0.84085685,-0.009982543,0.412241846,0.409626514,0.272347629,0.778,0.792,0.668,0.665,44.13,3.16,86754,17683,26,76,9
Argentina,5350,0.530451119,0.010891375,0.054248072,-0.183625966,-0.20049113,-0.074287266,0.842,0.87,0.842,0.814,21.62,0.0146511,44494502,22759.4,91.87,76.52,9
Armenia,199,-0.137946114,-0.444908142,-0.141409367,0.360776484,-0.178264081,-0.385727823,0.771,0.845,0.74,0.734,34.7,1.117181,2951741,12715.11,63.149,74.945,9
Aruba,85.222,1.271601558,1.356553197,1.05176115,-1.16871655,1.289509773,1.247948408,0.866,0.792,0.668,0.665,44.13,3.16,101484,25981,44,76,9
Azerbaijan,1436,-1.511327386,-0.70675981,-0.104204588,-0.302665323,-0.603016794,-0.831989169,0.758,0.792,0.668,0.665,44.13,3.16,8536700,11451,56,76,9
Bahrain,1010,-1.421438694,-0.850452602,0.175440326,0.414948463,0.40709877,-0.151664436,0.852,0.792,0.668,0.665,44.13,3.16,1234571,24651,89,77,9
Bangladesh,3567.83,-0.747332394,-0.995678365,-0.739062011,-0.842074037,-0.633198857,-0.902643025,0.625,0.805,0.524,0.58,54.97,1.062582,161376713,4440.855,36.632,72.32,9
Barbados,118,1.091522932,0.913432479,0.421918601,0.541954517,0.389348745,1.40732944,0.8,0.792,0.668,0.665,44.13,3.16,273925,16630,13,74,9
Belarus,1543,-1.366682768,0.348057151,-0.25573644,-0.801075876,-0.87663579,-0.129793927,0.808,0.792,0.668,0.665,44.13,3.16,9469200,6216,79,74,9
Belize,131,0.422355801,0.003179708,-0.596393645,-0.652213216,-0.826132238,-0.142567858,0.708,0.792,0.668,0.665,44.13,3.16,304106,4978,53,76,9
Benin,130,0.240166172,-0.141175643,-0.609943569,-0.38123408,-0.676403463,-0.368314892,0.541,0.638,0.476,0.52,87.33,4.073595,11485035,3160.781,47.312,61.47,9
Bhutan,6.75,0.034847133,1.093906164,0.395572245,-0.331837833,0.57250911,1.636567235,0.612,0.792,0.668,0.665,44.13,3.16,708427,3009,39,71,9
Bolivia,599,-0.066654518,-0.287118524,-0.303807169,-0.990943968,-1.19971323,-0.66733861,0.714,0.788,0.69,0.67,63.59,1.854014,11353140,8655.531,69.425,71.239,9
Bosnia and Herzegovina,1320,-0.26597783,-0.395599693,-0.638621569,-0.128680289,-0.205262765,-0.582578957,0.777,0.881,0.71,0.75,16.44,1.774125,3323929,14386.73,48.245,77.262,9
Botswana,709,0.453582108,0.970987856,0.280855685,0.632988632,0.408063143,0.749112308,0.73,0.758,0.666,0.77,21.88,0.502018,2254067,17634.66,69.446,69.275,9
Brazil,21817,0.366284221,-0.440423459,-0.498852432,-0.28046,-0.283916891,-0.458420366,0.762,0.857,0.689,0.748,27.9,0.0238688,209469320,14668.26,86.569,75.672,9
Brunei Darussalam,488.7777,-0.862689853,1.241359711,1.245598555,0.684856713,0.623039246,0.791131794,0.853,0.792,0.668,0.665,44.13,3.16,393162,30056,80,76,9
Bulgaria,5552,0.356660843,0.456277937,0.140734524,0.615697503,-0.085420907,-0.164292946,0.813,0.845,0.779,0.818,7.94,0,7025037,22208.45,75.008,74.9634,9
Burkina Faso,166,-0.068268865,-1.059286594,-0.611225009,-0.392703414,-0.441425383,-0.106927834,0.443,0.633,0.3,0.458,85.38,7.210892,19751466,2120.33,29.358,61.174,9
Burundi,27,-1.672138691,-1.571772337,-1.426494479,-0.990732431,-1.502976179,-1.459785938,0.431,0.635,0.412,0.307,84.37,14.82334,11175379,761.5241,13.032,61.247,9
Cambodia,2007,-1.236653328,0.103041843,-0.555220902,-0.499323159,-1.120387316,-1.335210085,0.585,0.763,0.476,0.552,48.28,3.418256,16249795,4159.338,23.388,69.57,9
Cameroon,846.888,-1.133222699,-1.404167533,-0.822952509,-0.796862423,-1.08912921,-1.144107223,0.56,0.599,0.546,0.538,71.81,3.070389,25216261,3603.548,56.374,58.921,9
Central African Republic,12,-1.207438707,-2.183385849,-1.714512467,-1.379378438,-1.706681371,-1.213368177,0.367,0.792,0.668,0.665,44.13,3.16,4546100,656,43,52,9
Chile,8065,1.015513182,0.427360177,0.939167738,1.307164192,0.966234028,0.987971663,0.849,0.924,0.805,0.823,22.85,0,18729166,25028.91,87.564,80.042,9
China,305026,-1.463181734,-0.300023288,0.518306255,-0.215496302,-0.16705063,-0.262216955,0.758,0.792,0.668,0.665,44.13,3.16,1338612968,9770,59,76,9
Colombia,5741,0.164173886,-0.796931744,-0.111109771,0.235878214,-0.365047276,-0.317016244,0.764,0.879,0.678,0.747,47.23,0.5469891,49661056,14314.86,80.778,77.109,9
Comoros,10,-0.500248075,-0.346280336,-1.686996818,-1.16871655,-1.132864952,-0.825517178,0.537,0.792,0.668,0.665,44.13,3.16,752438,795,28,63,9
Costa Rica,2522,1.108485103,0.469464213,0.378318965,0.486920178,0.49064362,0.529078066,0.808,0.925,0.724,0.788,21.04,0.1683782,4999443,20559.86,79.34,80.095,9
Croatia,4192,0.437570363,0.802806497,0.547258854,0.499120563,0.324368089,0.072260708,0.848,0.898,0.803,0.847,7.35,0,4087843,27799.84,56.947,78.0707,9
Djibouti,33,-1.367910028,-0.137615532,-0.955514669,-0.726572931,-0.937937498,-0.71833843,0.476,0.792,0.668,0.665,44.13,3.16,818159,3377,79,67,9
Dominica,14.333,0.787675142,1.096157432,-0.252663821,0.120427303,0.735744357,0.569463491,0.715,0.792,0.668,0.665,44.13,3.16,73746,9967,74,74,9
Dominican Republic,2882,0.117330223,0.023920313,-0.365022033,-0.016911564,-0.347878307,-0.810592413,0.751,0.829,0.66,0.775,40.09,0.1090843,10627147,17711.79,81.074,73.892,9
Ecuador,2282,-0.006300489,-0.089277692,-0.291024178,-0.870987535,-0.647669554,-0.607759535,0.762,0.874,0.709,0.714,46.92,0.3857514,17084359,11561.75,63.821,76.8,9
Egypt,6374,0.628293097,-0.227779329,0.132596701,-0.028227128,-0.202013463,-0.112126492,0.701,0.797,0.609,0.711,18.89,0.8547924,98423602,11366.34,42.704,71.825,9
El Salvador,1155,0.022180889,-0.387688458,-0.471888274,-0.003857587,-0.915009916,-0.56458807,0.67,0.817,0.553,0.665,34.31,1.03231,6420740,8614.018,72.023,73.096,9
Ethiopia,461,-1.166007876,-1.279616594,-0.624305069,-0.971507728,-0.428049445,-0.482024074,0.478,0.711,0.335,0.459,84.24001,5.889749,109224410,2103.516,20.763,66.24,9
Fiji,278,0.130464286,0.862233043,0.824066341,0.052750777,0.214772075,0.741560519,0.741,0.792,0.668,0.665,44.13,3.16,837271,9328,59,67,9
Gabon,451,-0.966365576,-0.253804445,-0.802929819,-0.874086499,-0.704611123,-0.837908924,0.702,0.792,0.668,0.665,44.13,3.16,1545255,1849,87,65,9
Georgia,520,0.220887318,-0.44157356,0.558672607,1.03835392,0.293164283,0.755375624,0.805,0.825,0.851,0.743,47.2,3.487199,3726549,14253.41,58.632,73.6,9
Ghana,1778,0.549476922,-0.025516771,-0.297320187,-0.132535592,0.06999515,-0.11501845,0.606,0.674,0.558,0.593,67.8,1.661018,29767108,5177.884,56.06,63.78,9
Guatemala,2200,-0.359746009,-0.538353622,-0.685638845,-0.278795719,-1.061653733,-0.801234663,0.657,0.832,0.511,0.667,36.96,0.557027,16346950,8462.172,51.054,74.063,9
Guinea,244.25,-0.773560226,-0.88408637,-1.002142549,-0.793029249,-1.218129873,-1.040452719,0.459,0.792,0.668,0.665,44.13,3.16,10221808,206,39,61,9
Guyana,219,0.215664059,-0.187760606,-0.246903375,-0.53814584,-0.364798248,-0.226385906,0.654,0.792,0.668,0.665,44.13,3.16,746900,4850,27,68,9
Honduras,1518,-0.529311657,-0.530797541,-0.589021087,-0.441733122,-1.043893218,-0.636138201,0.633,0.848,0.499,0.598,41.48,2.998654,9587523,5680.363,57.096,75.088,9
Hungary,26398,0.47842437,0.747175932,0.486754298,0.573088288,0.578445971,0.081193209,0.85,0.872,0.819,0.861,6.1,0,9775564,31095.56,71.351,76.0659,9
India,38889,0.351978153,-0.987013161,0.295401305,-0.212453842,0.020165063,-0.205844283,0.642,0.76,0.553,0.629,74.54,0.092135,1352642283,6518.845,34.03,69.416,9
Indonesia,18,0.154347539,-0.545908093,0.176904798,-0.009807486,-0.294692069,-0.276329666,0.712,0.792,0.642,0.711,48.34,0.0951956,267670549,11371.73,55.325,71.509,9
Iraq,36,-1.004158139,-2.528422117,-1.245071411,-1.046397567,-1.791687012,-1.441227317,0.685,0.792,0.668,0.665,44.13,3.16,29671605,1697,70,70,9
Jamaica,578,0.584336817,0.432927042,0.635772765,0.140407979,-0.197781533,-0.206808284,0.732,0.792,0.668,0.665,44.13,3.16,2702000,5032,54,76,9
Jordan,1079,-0.723807156,-0.388832629,0.134981379,0.043009054,0.253932208,0.149858892,0.728,0.837,0.664,0.693,10.48,5.911191,9965322,10013.4,90.979,74.405,9
Kazakhstan,2496,-1.211338758,-0.045263644,-0.005484037,0.105743252,-0.485649407,-0.469651818,0.819,0.819,0.822,0.816,22.55,0.0508206,18276452,25544.35,57.428,73.15,9
Kenya,1156,-0.381333679,-1.184090614,-0.469660044,-0.25515759,-0.409445375,-0.842824697,0.599,0.713,0.536,0.562,50.1,2.88538,51392570,4203.838,27.03,66.342,9
Kiribati,2,1.112800717,1.023674726,-0.206392258,-0.781055689,0.613248527,0.346272677,0.624,0.792,0.668,0.665,44.13,3.16,102697,2205,46,69,9
Kuwait,2360,-0.610377908,0.101598054,-0.091574654,0.023656536,0.20569998,-0.293836445,0.808,0.792,0.668,0.665,44.13,3.16,2818042,28365,100,75,9
Lebanon,1688,-0.519749105,-1.629085422,-0.642591894,-0.439139605,-0.766756296,-1.113500714,0.747,0.906,0.604,0.762,29.5,2.602473,6859408,15588.15,88.593,78.875,9
Lesotho,24.875,0.001424396,-0.178593338,-0.890175104,-0.540381014,-0.349721283,-0.110134244,0.522,0.519,0.528,0.52,46.9,5.364692,2108327,2614.659,28.153,53.705,9
Libya,1175,-1.536721468,-2.444217205,-1.66174829,-2.193480253,-1.680119991,-1.513431072,0.708,0.792,0.668,0.665,44.13,3.16,6461454,6450,79,74,9
Madagascar,643,-0.327834636,-0.579418719,-1.188303351,-0.770611405,-0.820710719,-1.001237273,0.519,0.792,0.668,0.665,44.13,3.16,21281844,1570,39,67,9
Malawi,248,-0.082827449,-0.43238017,-0.774941504,-0.71080035,-0.389954031,-0.744663119,0.478,0.674,0.463,0.351,60.75,13.39844,18143215,1471.037,16.937,63.798,9
Malaysia,30723,-0.10720095,0.251568764,1.101460457,0.584602654,0.553363502,0.327022016,0.805,0.862,0.719,0.843,23.88,-0.0099412,31528033,27558.14,76.036,75.997,9
Maldives,160,-0.681150556,0.089795142,-0.452918172,-0.475422055,-0.538106263,-0.87240833,0.717,0.792,0.668,0.665,44.13,3.16,319738,20964,100,77,9
Mali,231.6,-0.334190667,-2.088723183,-1.000320196,-0.585290432,-0.799025118,-0.690690398,0.431,0.598,0.286,0.469,80.44,9.054974,19077755,2283.702,42.356,58.893,9
Mauritania,127,-0.873295307,-0.62922591,-0.7856915,-0.848510444,-0.692997277,-0.790253997,0.52,0.792,0.668,0.665,44.13,3.16,3205060,1689,39,62,9
Mauritius,473,0.728621066,0.868699968,0.932905674,1.051221728,0.735955834,0.214242041,0.804,0.792,0.668,0.665,44.13,3.16,1270000,11400,41,74,9
Mexico,25411,-0.016885839,-0.648208022,-0.263602465,0.09573628,-0.626365125,-0.929513454,0.776,0.846,0.694,0.796,26.83,0.0461842,126190782,19928.4,80.156,74.992,9
Moldova,427,-0.116713464,-0.40448156,-0.465657294,-0.020723321,-0.418074727,-0.725502193,0.746,0.797,0.708,0.735,32.99,1.919764,2708214,12363.15,42.629,71.808,9
Mongolia,223,0.236522526,0.833684564,-0.220212623,0.040967904,-0.259232908,-0.423940271,0.735,0.764,0.734,0.707,47.41,2.834802,3170214,11915.56,68.445,69.689,9
Morocco,8222,-0.681170464,-0.345210612,-0.330775559,-0.246215358,-0.229766533,-0.266063303,0.68,0.869,0.559,0.648,46.94,0.7065958,36029089,7446.936,62.453,76.453,9
Mozambique,109,-0.493539125,-0.824564099,-0.922593713,-0.780851185,-1.053599477,-0.787948489,0.452,0.618,0.389,0.383,81.68,12.53243,29496009,1289.736,35.988,60.163,9
Myanmar,1405,-0.905169547,-1.268852711,-1.077389359,-0.749045193,-1.026466131,-0.590794861,0.579,0.721,0.458,0.586,61.29,2.567763,53708318,5029.188,30.579,66.867,9
Namibia,152,0.457678974,0.691502392,0.15051809,0.011069839,0.351872444,0.334220558,0.645,0.667,0.582,0.69,31.23,1.201833,2448300,10092.26,50.032,63.373,9
Nepal,84.333,-0.135736838,-0.561728776,-0.904906631,-0.74596101,-0.475378603,-0.661833346,0.596,0.777,0.516,0.527,76.93,4.357451,28095712,3773.716,19.74,70.478,9
Nicaragua,813,-1.103983164,-0.952392459,-0.767319739,-0.713678002,-1.066162586,-1.004571557,0.659,0.835,0.566,0.607,37.04,2.859127,6465502,5729.688,58.522,74.275,9
Niger,52,-0.604213178,-1.364557862,-0.802954137,-0.666544318,-0.588809729,-0.570549071,0.377,0.792,0.668,0.665,44.13,3.16,15400000,210,17,62,9
Nigeria,1731,-0.43050319,-2.101823092,-1.097488046,-0.864204466,-0.903242588,-1.064718127,0.534,0.528,0.488,0.589,80.16,0.8723251,195874685,5155.076,50.344,54.332,9
North Macedonia,1296,-0.033332705,-0.208728835,0.086029783,0.52442342,-0.287450105,-0.367773384,0.77,0.857,0.702,0.76,19.38,1.40089,0,0,0,75.688,9
Oman,881,-1.044270277,0.64771992,0.182124376,0.171316743,0.459107876,0.241789311,0.821,0.792,0.668,0.665,44.13,3.16,2845000,15412,87,76,9
Pakistan,4445,-0.819087029,-2.269401312,-0.63135314,-0.641257346,-0.666854441,-0.777166605,0.552,0.725,0.392,0.591,55.63,0.4486551,212228288,4739.473,36.666,67.114,9
Panama,925,0.549155474,0.260900378,0.042036124,0.395284534,-0.139169291,-0.588354707,0.789,0.792,0.668,0.665,44.13,3.16,3367000,15141,70,78,9
Papua New Guinea,740,0.056761853,-0.677217662,-0.670348823,-0.533660233,-0.747538388,-0.856745481,0.544,0.792,0.668,0.665,44.13,3.16,6187591,3159,13,64,9
Paraguay,654,0.024422409,-0.079771213,-0.585093081,-0.077282384,-0.586157024,-0.850952446,0.727,0.833,0.635,0.728,37.68,0.4231526,6956069,12827.71,61.585,74.131,9
Peru,4788,0.207507238,-0.27044335,-0.298173666,0.453319073,-0.550071418,-0.576467693,0.771,0.869,0.728,0.725,51.27,0.2131707,31989265,12781.42,77.907,76.516,9
Philippines,14488,0.013621571,-1.092061639,0.097593367,0.04082197,-0.5473032,-0.554191113,0.711,0.786,0.667,0.687,32.9,0.1426044,106651394,8516.137,46.907,71.095,9
Poland,62289,0.700737834,0.492541552,0.579374313,0.882684767,0.399455518,0.651599288,0.877,0.901,0.866,0.864,16.23,0,37974750,31674.13,60.058,77.6024,9
Qatar,2698,-1.210579276,0.663570702,0.62567234,0.596800387,0.728170216,0.720703483,0.845,0.925,0.653,1,0.14,0,2781682,90970.06,99.135,80.1,9
Romania,15905,0.52432394,0.046884775,-0.147446275,0.417061269,0.390408784,-0.202447131,0.823,0.86,0.762,0.851,24.17,0,19473970,28523.47,53.998,75.3585,9
Russian Federation,32586,-1.074532151,-0.541188955,-0.064721718,-0.548351645,-0.817522347,-0.848470867,0.823,0.806,0.823,0.84,5.37,0,144477859,26656.41,74.433,72.6622,9
Rwanda,65,-1.145605326,0.11040134,0.117395237,0.0470598,0.13041994,0.564932406,0.54,0.749,0.462,0.454,67.01,12.04896,12301969,2088.749,17.211,68.7,9
Samoa,29,0.77217108,1.167803764,0.674102724,-0.083310895,0.94696641,0.674594045,0.702,0.792,0.668,0.665,44.13,3.16,187820,4262,87,73,9
Saudi Arabia,10278,-1.69598186,-0.622406602,0.318702549,-0.077762783,0.136871204,0.355426997,0.857,0.792,0.668,0.665,44.13,3.16,27362214,22314,84,75,9
Senegal,739,0.212975323,-0.101474032,-0.307826251,-0.138930887,-0.205593452,-0.022089597,0.516,0.733,0.356,0.525,63.52,4.436629,15854324,3309.486,47.192,67.665,9
Seychelles,62,0.184579223,0.687558055,0.667298913,0.031409975,0.306288749,0.89463371,0.797,0.792,0.668,0.665,44.13,3.16,86000,16239,56,74,9
Sierra Leone,38,-0.188980788,-0.08529795,-1.155907035,-0.903757811,-0.782499313,-0.489217043,0.447,0.528,0.403,0.42,87.74001,13.37319,7650149,1663.293,42.055,54.309,9
Solomon Islands,43,0.523320079,0.364527315,-1.031022072,-0.854301095,-0.176912308,-0.012885332,0.546,0.792,0.668,0.665,44.13,3.16,515870,2209,18,73,9
South Africa,11014,0.628293097,-0.227779329,0.132596701,-0.028227128,-0.202013463,-0.112126492,0.707,0.675,0.721,0.726,10.32,0.2582765,57792520,12627.93,66.355,63.857,9
Sri Lanka,1763.33,-0.015470694,-0.145270884,-0.228138447,-0.204640791,0.020149693,-0.329406947,0.779,0.874,0.741,0.73,39.44,-0.2891307,21670000,12860.32,18.476,76.812,9
Suriname,358,0.288387984,0.065085433,-0.657655537,-0.653446555,-0.068255588,-0.215875939,0.738,0.792,0.668,0.665,44.13,3.16,524000,8823,65,71,9
Tanzania,414,-0.386775434,-0.570935011,-0.754148185,-0.627430677,-0.556250811,-0.453521758,0.524,0.693,0.425,0.488,81.49,4.367509,56313444,2590.201,33.776,65.015,9
Thailand,28330,-1.022452474,-0.799671888,0.3003968,-0.032726832,0.016872235,-0.435409188,0.772,0.876,0.675,0.778,48.79,-0.0869904,69428454,18095.74,49.949,76.931,9
Timor-Leste,15,0.313501954,0.234089255,-0.972366989,-0.79494971,-1.122921586,-0.482747108,0.599,0.758,0.496,0.571,68.69,9.271434,1267975,3051.668,30.578,69.26,9
Togo,219,-0.763640106,-0.893912494,-1.075192928,-0.689334095,-0.602520525,-0.727729797,0.503,0.792,0.668,0.665,44.13,3.16,6191155,619,40,61,9
Tonga,12,0.645952404,0.865186155,0.202312604,-0.336946458,0.44284308,-0.035605058,0.726,0.792,0.668,0.665,44.13,3.16,104000,4079,24,70,9
Trinidad and Tobago,1519.13,0.537457883,0.237681374,0.237960741,-0.12018133,-0.149154514,-0.355919063,0.795,0.821,0.728,0.842,19.08,0,1389841,26250.37,53.184,73.38,9
